-0.04738678,Left,AdvertisementAndGoal,4.914673,27.44403
-0.203621,Left,AdvertisementAndGoal,1.943481,4.054688
-0.002690749,Right,AdvertisementAndGoal,1.295837,1.641846
-0.2800418,Right,AdvertisementAndGoal,1.731323,3.518555
-0.559945,Left,AdvertisementAndGoal,1.474487,3.194702
-0.296022,Right,AdvertisementAndGoal,1.39624,3.093994
-0.4009709,Right,AdvertisementAndGoal,1.53009,1.787231
-0.2206248,Right,AdvertisementAndGoal,1.675537,4.233582
-0.1918047,Right,AdvertisementAndGoal,1.776123,1.965759
-0.3905269,Left,AdvertisementAndGoal,1.954712,1.608337
-0.1856707,Left,AdvertisementAndGoal,1.362793,2.959961
-0.2524136,Left,AdvertisementAndGoal,1.541565,1.608459
-0.3636606,Left,AdvertisementAndGoal,1.206543,2.345642
-0.1382258,Right,AdvertisementAndGoal,2.033203,2.367737
-0.3618719,Right,AdvertisementAndGoal,1.776428,2.546326
-0.3455632,Left,AdvertisementAndGoal,1.675476,1.95459
-0.327043,Right,AdvertisementAndGoal,1.765015,2.033081
-0.6404641,Right,AdvertisementAndGoal,1.642151,2.680725
-0.1523889,Left,AdvertisementAndGoal,1.798462,5.048706
-0.2010706,Right,AdvertisementAndGoal,1.58606,2.021729
-0.291808,Left,AdvertisementAndGoal,1.295654,1.284485
-0.3268853,Right,AdvertisementAndGoal,1.484924,4.199829
-0.0912768,Right,AdvertisementAndGoal,1.552551,1.943604
-0.382827,Left,AdvertisementAndGoal,2.468506,1.675598
-0.1800543,Left,AdvertisementAndGoal,1.753723,3.116455
-0.3529273,Left,AdvertisementAndGoal,1.843018,5.551392
-0.1899346,Right,AdvertisementAndGoal,1.396301,1.519165
-0.3967095,Right,AdvertisementAndGoal,1.452026,2.010559
-0.4289541,Right,AdvertisementAndGoal,1.139404,1.641968
-0.2283705,Left,AdvertisementAndGoal,1.161743,1.519226
-0.09417473,Right,AdvertisementAndGoal,1.094604,1.619751
-0.3711543,Right,AdvertisementAndGoal,1.776062,1.776062
-0.04717656,Left,AdvertisementAndGoal,0.9160156,1.619507
-0.2896564,Left,AdvertisementAndGoal,1.083374,2.345459
-0.08637325,Right,AdvertisementAndGoal,1.597229,1.999512
-0.1070322,Left,AdvertisementAndGoal,2.312256,2.524353
-0.2057576,Right,AdvertisementAndGoal,1.150818,3.216736
-0.1391436,Left,AdvertisementAndGoal,0.927063,1.720093
-0.1128237,Right,AdvertisementAndGoal,1.02771,0.9940796
-0.23713,Left,AdvertisementAndGoal,1.18396,2.300842
-0.1138139,Left,AdvertisementAndGoal,1.307129,1.40741
-0.1721995,Right,AdvertisementAndGoal,1.295715,2.211548
-0.2065052,Left,AdvertisementAndGoal,1.083374,1.374023
-0.1980209,Right,AdvertisementAndGoal,0.9608154,1.373779
-0.1800184,Right,AdvertisementAndGoal,1.027039,1.094788
-0.1549418,Left,AdvertisementAndGoal,1.012207,1.188293
-0.1945918,Left,AdvertisementAndGoal,1.095276,2.99292
0.09394366,Right,AdvertisementAndGoal,1.340576,1.574951
0.0112034,Left,AdvertisementAndGoal,1.708923,1.954834
-0.04809095,Left,AdvertisementAndGoal,1.172974,1.016296
